Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,50.0,336,1626.4043236816992,0.4819293585513463,-0.007270949501366761,0.31306371392323995,0.7988347953611765,1.0994580832030028,1.0160740936410213,0.9383897226191605,1.017973966487728
Persistence_P,PAC,1.0,0.5,0,1m,,336,1600.6749250476485,0.47430533025833815,-0.0006400359796877508,0.2847436557210123,0.805149238973701,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,50.0,336,2083.516689125371,0.6173789917430932,-0.001567474074442101,0.4163822267443019,0.6698663526167927,0.8892965614880785,0.8686840939302914,0.8474130148742008,0.8684645567641902
Persistence_P,PAC,1.0,1.0,0,1m,,336,2398.474547517806,0.7107059931877093,-0.00509631604065089,0.468215266735723,0.562512094559064,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,100.0,336,2812.7048735979497,0.8334489989910977,-0.02007449175601172,0.6017458732428621,0.39834967671460764,0.643332895750724,0.6562517894547302,0.675737318709376,0.65844066797161
Persistence_P,PAC,1.0,3.0,0,1m,,336,4286.014786999643,1.2700140592128488,-0.10494374325105948,0.9353569158633915,-0.39702170332091824,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,100.0,336,3029.62212623083,0.8977250162753111,-0.011343828900143432,0.648444130768412,0.3019721494784501,0.6034358389964131,0.6048796552533418,0.6195464806399646,0.6092873249632398
Persistence_P,PAC,1.0,6.0,0,1m,,336,5008.636180633209,1.4841382223366677,-0.4278078341591507,1.07458670642906,-0.9078085718886117,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,100.0,336,3057.0045192128805,0.9058388529721835,-0.01599079065868239,0.6524699599045973,0.2892972686443718,0.6096200148020268,0.5936467329793755,0.6047632760000824,0.6026766745938282
Persistence_P,PAC,1.0,10.0,0,1m,,336,5149.534814872951,1.5258887190804336,-0.7915729237454943,1.070289596899941,-1.0166559884149455,1.0,1.0,1.0,1.0
