Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,50.0,336,1153.8643366255712,0.6790669394649993,-0.007647909338401476,0.3133245578970541,0.859306897484426,1.099325576962575,1.0160733212339363,0.9383898088496546,1.0179295690153887
Persistence_P,PAC,1.0,0.5,0,1m,,336,1135.6112915397673,0.6683247412109287,-0.0010195137122945498,0.2850152534090643,0.8637229543479304,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,50.0,336,1478.1524718432972,0.8699155032841376,-0.001946599639543697,0.41660383853312444,0.7691117810647993,0.889386302844635,0.8686871409607355,0.8474131068320141,0.8684955168791282
Persistence_P,PAC,1.0,1.0,0,1m,,336,1701.5935912306884,1.0014140445569892,-0.005474101631172478,0.46841719644281504,0.6940327183296549,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,100.0,336,1995.462701743893,1.174360543677587,-0.02044658982215403,0.6018970986055585,0.5792244127152728,0.6434776857771082,0.6562547200164376,0.6757373823496523,0.6584899293810661
Persistence_P,PAC,1.0,3.0,0,1m,,336,3040.683199495939,1.7894889101112632,-0.10528361469988186,0.9353814621849177,0.02297504897495295,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,100.0,336,2149.3514883000444,1.2649264655001442,-0.011719242180286676,0.6485776238329172,0.5118220148548125,0.6035759743764932,0.6048822483973311,0.6195465320067697,0.609334918260198
Persistence_P,PAC,1.0,6.0,0,1m,,336,3553.3386770646184,2.091194557042526,-0.4280251074075559,1.0745583843076452,-0.33424785064082085,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,100.0,336,2168.777539617053,1.276358995993555,-0.01636443939093986,0.6526019242781728,0.5029577351278682,0.6097585185161349,0.5936492856487344,0.6047633257060713,0.6027237099569801
Persistence_P,PAC,1.0,10.0,0,1m,,336,3653.2976490438004,2.150021952100493,-0.7916520678348702,1.0702629064802547,-0.4103711657453273,1.0,1.0,1.0,1.0
