ds,y,yhat_0.5h,yhat_1h,yhat_3h,yhat_6h,yhat_10h
2021-08-01 06:00:00,1093.167,1803.311767578125,-494.9598083496094,3519.0126953125,147.38902282714844,1495.75390625
2021-08-01 06:30:00,2547.167,756.4808349609375,1911.96484375,2214.63232421875,2716.1650390625,1420.509521484375
2021-08-01 07:00:00,5025.166499999999,4011.100830078125,2130.334228515625,3720.56689453125,3301.00390625,3991.800048828125
2021-08-01 07:30:00,5965.666499999999,2341.314208984375,5169.70947265625,1550.114013671875,4393.13720703125,4175.50048828125
2021-08-01 08:00:00,7130.833500000001,6930.154296875,6163.26123046875,5772.70654296875,5715.52197265625,5497.46923828125
2021-08-01 08:30:00,8623.5,6517.86181640625,6069.10400390625,5862.71923828125,4889.93603515625,5035.74609375
2021-08-01 09:00:00,11363.6665,8571.3525390625,6502.31103515625,6488.84228515625,4912.71435546875,5874.509765625
2021-08-01 09:30:00,12048.0,9751.2392578125,10006.951171875,4804.45849609375,7512.80078125,7015.29248046875
2021-08-01 10:00:00,10633.667,11771.3505859375,11483.2646484375,7796.95458984375,9105.2939453125,8585.330078125
2021-08-01 10:30:00,12128.8335,11126.228515625,10720.7431640625,9039.681640625,7845.88037109375,6661.6142578125
2021-08-01 11:00:00,15088.0,12115.66796875,10327.4833984375,8708.177734375,7142.96337890625,7563.25
2021-08-01 11:30:00,10668.1665,12318.7470703125,11833.833984375,7736.91064453125,7067.9619140625,8050.09423828125
2021-08-01 12:00:00,8459.167,11983.0537109375,13431.1611328125,10761.509765625,8612.7421875,9106.7392578125
2021-08-01 12:30:00,8722.167,9564.490234375,10928.8681640625,10712.8701171875,8845.8291015625,8518.1796875
2021-08-01 13:00:00,3625.6665,8936.291015625,8456.419921875,9831.646484375,8678.08984375,8424.419921875
2021-08-01 13:30:00,8279.3335,6610.525390625,6703.34716796875,8803.3828125,6700.443359375,7452.32568359375
2021-08-01 14:00:00,13070.333,4597.58642578125,5504.85888671875,7425.68798828125,6869.8408203125,6827.18212890625
2021-08-01 14:30:00,9756.3335,6247.55078125,5096.11083984375,6672.98681640625,7141.44677734375,6943.54443359375
2021-08-01 15:00:00,9713.5,7359.61669921875,6658.515625,7178.1103515625,8155.9931640625,6872.244140625
2021-08-01 15:30:00,6123.833500000001,7573.5947265625,8126.404296875,5587.23583984375,4677.263671875,3799.509033203125
2021-08-01 16:00:00,6879.0,8404.771484375,7381.0634765625,2035.8167724609375,3201.81298828125,4372.17529296875
2021-08-01 16:30:00,2786.0,6436.55322265625,6156.0390625,2678.18505859375,2946.512939453125,2730.97119140625
2021-08-01 17:00:00,2482.833,3870.552978515625,4468.75439453125,2651.453369140625,3496.1591796875,2363.372314453125
2021-08-01 17:30:00,645.333,2874.5498046875,503.3304443359375,1733.32275390625,1142.9559326171875,1638.1962890625
2021-08-01 18:00:00,290.8335,-1546.4189453125,2116.787353515625,2495.236083984375,822.2036743164062,2352.17041015625
2021-08-01 18:30:00,290.5,-591.4089965820312,-1118.7691650390625,1694.7130126953125,263.35577392578125,-61.61235809326172
2021-08-01 19:00:00,32.3335,-662.0006713867188,1005.8958129882812,2767.061279296875,741.9729614257812,-415.6928405761719
2021-08-01 19:30:00,0.0,1138.8515625,469.46673583984375,1408.8914794921875,-378.4702453613281,488.7199401855469
2021-08-01 20:00:00,0.0,8.060583114624023,-2983.5087890625,-135.5239715576172,119.13704681396484,592.2398071289062
2021-08-01 20:30:00,0.0,-904.6785278320312,391.5869140625,-723.0533447265625,1333.017578125,-12.018732070922852
2021-08-01 21:00:00,0.0,205.11570739746094,121.9637222290039,-1248.3905029296875,-94.43653869628906,533.333984375
2021-08-01 21:30:00,0.0,-884.6334228515625,-169.77825927734375,-2276.132568359375,1758.860107421875,459.318359375
2021-08-01 22:00:00,0.0,-105.73853302001953,1732.875732421875,1466.24169921875,1602.2548828125,670.517578125
2021-08-01 22:30:00,0.0,1124.8282470703125,859.7241821289062,83.01038360595703,-1196.73388671875,688.09033203125
2021-08-01 23:00:00,0.0,-531.0260620117188,-1648.5889892578125,2419.92919921875,-88.54427337646484,640.2489624023438
2021-08-01 23:30:00,0.0,-87.3658218383789,172.41232299804688,-583.4611206054688,-1276.55322265625,855.9928588867188
2021-08-02 00:00:00,0.0,-64.6041259765625,-942.2869873046875,-802.7444458007812,1366.337646484375,-2029.9154052734375
2021-08-02 00:30:00,0.0,913.8054809570312,-31.020259857177734,131.96243286132812,-1126.950927734375,-897.376953125
2021-08-02 01:00:00,0.0,-1055.9893798828125,-101.68844604492188,-1752.8631591796875,1356.8831787109375,787.4346313476562
2021-08-02 01:30:00,0.0,-85.18810272216797,-328.7873840332031,-435.6835632324219,60.178218841552734,-153.07391357421875
2021-08-02 02:00:00,0.0,465.74346923828125,992.943603515625,532.687744140625,-173.20623779296875,1811.166259765625
2021-08-02 02:30:00,0.0,-706.6019897460938,-135.06024169921875,104.58290100097656,-911.8740234375,-258.5460205078125
2021-08-02 03:00:00,0.0,741.2857666015625,606.4208374023438,2960.51171875,-988.0888671875,-749.3282470703125
2021-08-02 03:30:00,0.0,-429.16180419921875,-169.3816375732422,-743.7070922851562,1184.2742919921875,-546.1580200195312
2021-08-02 04:00:00,0.0,802.4068603515625,419.87982177734375,-1460.5782470703125,1933.5010986328125,1463.5545654296875
2021-08-02 04:30:00,35.25,218.36187744140625,1720.350341796875,-86.00550842285156,1613.0816650390625,2022.657470703125
2021-08-02 05:00:00,471.1665,329.4034423828125,-773.277099609375,-523.9788818359375,-228.99815368652344,-158.96214294433594
2021-08-02 05:30:00,883.5,1267.6375732421875,1120.5244140625,2413.043701171875,-889.4498901367188,364.44158935546875
2021-08-02 06:00:00,1627.6665,2111.30029296875,-390.930908203125,4232.3154296875,2731.534423828125,1113.498046875
2021-08-02 06:30:00,2152.333,2040.9197998046875,3828.960693359375,2170.126708984375,1771.9307861328125,1857.551025390625
2021-08-02 07:00:00,2269.8335,4468.76220703125,4191.79248046875,4278.4599609375,5145.1171875,5878.03076171875
2021-08-02 07:30:00,3584.0,4860.97021484375,6734.81982421875,4885.88330078125,7014.7236328125,4666.8583984375
2021-08-02 08:00:00,5721.166499999999,5582.33251953125,5192.44482421875,8184.59033203125,3985.670654296875,8019.3857421875
2021-08-02 08:30:00,6381.166499999999,3626.39208984375,6741.31005859375,8424.9287109375,9101.73828125,10616.5517578125
2021-08-02 09:00:00,6548.667,8423.986328125,8215.283203125,9020.3681640625,11369.0400390625,10037.255859375
2021-08-02 09:30:00,6708.167,6989.85107421875,7656.48193359375,10568.8330078125,11409.91015625,10540.69921875
2021-08-02 10:00:00,10933.5,8762.201171875,6275.29345703125,8780.8291015625,11391.71875,8912.8134765625
2021-08-02 10:30:00,8419.1665,11158.8876953125,9118.69921875,6722.34619140625,10170.51171875,9233.439453125
2021-08-02 11:00:00,11935.333,10595.69921875,9188.1318359375,8841.2890625,9877.396484375,10339.7099609375
2021-08-02 11:30:00,9724.167,9940.087890625,11366.8330078125,9833.841796875,10066.767578125,9044.4541015625
2021-08-02 12:00:00,11005.3335,10131.1884765625,11480.3984375,11302.9560546875,9575.8955078125,12197.3447265625
2021-08-02 12:30:00,8677.3335,9752.6787109375,10053.4658203125,10468.71875,8315.1728515625,9338.6318359375
2021-08-02 13:00:00,6385.666499999999,9812.103515625,10745.185546875,11414.96484375,7706.82080078125,8431.501953125
2021-08-02 13:30:00,4120.667,9028.05078125,8460.705078125,6188.63134765625,7193.82421875,9203.26953125
2021-08-02 14:00:00,1880.3335,6229.14990234375,7670.90087890625,9944.7783203125,10193.90234375,10149.90234375
2021-08-02 14:30:00,5589.5,3608.424072265625,4295.41845703125,7857.87353515625,9411.197265625,7546.611328125
2021-08-02 15:00:00,8729.5,2575.7431640625,2358.01416015625,7786.7421875,6808.9130859375,6650.8876953125
2021-08-02 15:30:00,6405.0,3194.58203125,3103.340576171875,5843.18798828125,7441.75244140625,5930.47265625
2021-08-02 16:00:00,1798.5,5112.00927734375,3638.80029296875,5403.20361328125,6449.9404296875,4308.20263671875
2021-08-02 16:30:00,2656.5,4477.49755859375,5520.49755859375,2522.9384765625,4119.3876953125,3379.33056640625
2021-08-02 17:00:00,1821.667,3035.74609375,2889.154296875,1774.210205078125,3626.668701171875,4565.00390625
2021-08-02 17:30:00,1001.833,2173.859375,1962.314453125,-35.85688018798828,793.7828979492188,3379.434326171875
2021-08-02 18:00:00,705.8335,365.2234191894531,749.8147583007812,1656.381103515625,1696.431640625,836.7517700195312
2021-08-02 18:30:00,214.1665,351.4624938964844,-692.84375,149.34259033203125,-2177.604736328125,916.1509399414062
2021-08-02 19:00:00,1.1665,-1845.6484375,-627.5980834960938,621.1930541992188,2218.400634765625,855.5928955078125
2021-08-02 19:30:00,0.0,-554.8641967773438,1119.52587890625,1056.9517822265625,-955.0955810546875,-1228.21044921875
2021-08-02 20:00:00,0.0,619.0173950195312,532.05419921875,419.8348693847656,1390.574462890625,-617.5926513671875
2021-08-02 20:30:00,0.0,1019.2030639648438,-1020.6351928710938,684.1516723632812,-751.2972412109375,-1169.76171875
2021-08-02 21:00:00,0.0,304.7391662597656,-670.2753295898438,-722.2808837890625,158.16822814941406,449.1230163574219
2021-08-02 21:30:00,0.0,-926.5610961914062,-1203.884521484375,-1186.5848388671875,519.1160888671875,-891.5189208984375
2021-08-02 22:00:00,0.0,-60.18358612060547,1000.8082275390625,-921.8446044921875,396.02154541015625,2731.78271484375
2021-08-02 22:30:00,0.0,-1128.426025390625,617.7516479492188,-1038.8187255859375,1752.11083984375,393.5270690917969
2021-08-02 23:00:00,0.0,1149.72265625,440.8309020996094,1218.3641357421875,152.1014862060547,-323.2783203125
2021-08-02 23:30:00,0.0,178.86898803710938,1942.269775390625,1686.73828125,-1415.92724609375,277.696533203125
2021-08-03 00:00:00,0.0,111.30799102783203,-2753.416259765625,527.7772827148438,-1428.392333984375,84.6948471069336
2021-08-03 00:30:00,0.0,-1222.7027587890625,292.3526916503906,-50.029842376708984,602.84521484375,330.826171875
2021-08-03 01:00:00,0.0,419.9844970703125,-1417.50439453125,-1252.743896484375,862.6475219726562,-983.5086059570312
2021-08-03 01:30:00,0.0,-252.60140991210938,1390.4556884765625,-1715.5673828125,-125.03534698486328,-1762.6182861328125
2021-08-03 02:00:00,0.0,318.6014099121094,-1368.48046875,20.286685943603516,-142.21014404296875,-33.714725494384766
2021-08-03 02:30:00,0.0,-1098.1043701171875,678.4774780273438,-1006.8991088867188,183.52976989746094,267.3166198730469
2021-08-03 03:00:00,0.0,1312.1993408203125,-857.5203247070312,1266.4310302734375,-1290.18798828125,1195.71923828125
2021-08-03 03:30:00,0.0,-1026.7730712890625,1320.2001953125,458.1707763671875,-410.0965270996094,-257.77960205078125
2021-08-03 04:00:00,0.0,1130.3848876953125,194.72036743164062,887.4171142578125,-1013.2376708984375,-1505.8916015625
2021-08-03 04:30:00,0.0,-15.20377254486084,713.5109252929688,572.3564453125,2014.727783203125,68.05760192871094
2021-08-03 05:00:00,59.0,1031.731201171875,348.3472595214844,-599.6312866210938,2111.9970703125,2332.294921875
2021-08-03 05:30:00,352.667,83.33586883544922,1936.869384765625,-633.595703125,1016.50927734375,2472.05908203125
2021-08-03 06:00:00,793.1665,1351.0836181640625,603.2982177734375,2263.773681640625,1162.31982421875,1506.084228515625
2021-08-03 06:30:00,1506.833,1653.289306640625,1079.9873046875,3127.666015625,925.5625,-132.96908569335938
2021-08-03 07:00:00,2850.8335,2497.698974609375,534.4376220703125,5588.5107421875,2687.8994140625,2665.840576171875
2021-08-03 07:30:00,4739.833500000001,2960.742919921875,3818.376708984375,1653.4688720703125,4150.98779296875,2882.274658203125
2021-08-03 08:00:00,6684.0,6044.6953125,6482.8740234375,3604.33837890625,6021.33642578125,5991.947265625
2021-08-03 08:30:00,4295.0,6015.90087890625,6638.15966796875,5817.65283203125,5851.97802734375,6097.4931640625
2021-08-03 09:00:00,9307.6665,7045.26513671875,7894.947265625,8693.4501953125,5499.251953125,7561.80517578125
2021-08-03 09:30:00,10370.0,6735.39892578125,6530.015625,7468.18310546875,6770.1728515625,9274.0224609375
2021-08-03 10:00:00,6540.6665,9195.8017578125,10201.490234375,8701.7568359375,10458.3896484375,9066.3671875
2021-08-03 10:30:00,9335.1665,10250.3076171875,9023.4736328125,9069.92578125,10427.26171875,8174.10107421875
2021-08-03 11:00:00,6534.8330000000005,8802.2431640625,8167.22265625,7506.53125,9043.0771484375,8335.943359375
2021-08-03 11:30:00,3532.1670000000004,10414.125,7811.26171875,7199.19287109375,8955.197265625,7773.7578125
2021-08-03 12:00:00,5488.833,6886.505859375,8543.7998046875,7458.46826171875,7549.119140625,7679.93798828125
2021-08-03 12:30:00,5972.833,3758.453125,6780.94189453125,9913.9501953125,7501.47119140625,8921.9541015625
2021-08-03 13:00:00,3835.8335,4289.9921875,4208.7666015625,9093.4638671875,8639.8388671875,8379.939453125
